date,revenue,day_of_week,is_weekend,is_public_holiday,holiday_name,season,is_anomaly,anomaly_type
2024-09-06,1600.06,Friday,False,False,,spring,False,
2024-09-07,1911.23,Saturday,True,False,,spring,False,
2024-09-08,1534.73,Sunday,True,False,,spring,False,
2024-09-09,1236.74,Monday,False,False,,spring,False,
2024-09-10,1063.25,Tuesday,False,False,,spring,False,
2024-09-11,1264.88,Wednesday,False,False,,spring,False,
2024-09-12,1514.68,Thursday,False,False,,spring,False,
2024-09-13,1826.94,Friday,False,False,,spring,False,
2024-09-14,1909.99,Saturday,True,False,,spring,False,
2024-09-15,1477.92,Sunday,True,False,,spring,False,
2024-09-16,966.98,Monday,False,False,,spring,False,
2024-09-17,1132.39,Tuesday,False,False,,spring,False,
2024-09-18,357.57,Wednesday,False,False,,spring,True,drop
2024-09-19,1452.49,Thursday,False,False,,spring,False,
2024-09-20,1687.09,Friday,False,False,,spring,False,
2024-09-21,2043.53,Saturday,True,False,,spring,False,
2024-09-22,1614.94,Sunday,True,False,,spring,False,
2024-09-23,1099.99,Monday,False,False,,spring,False,
2024-09-24,1186.87,Tuesday,False,False,,spring,False,
2024-09-25,1295.68,Wednesday,False,False,,spring,False,
2024-09-26,1426.01,Thursday,False,False,,spring,False,
2024-09-27,1663.62,Friday,False,False,,spring,False,
2024-09-28,2019.11,Saturday,True,False,,spring,False,
2024-09-29,1482.28,Sunday,True,False,,spring,False,
2024-09-30,1268.41,Monday,False,False,,spring,False,
2024-10-01,1299.69,Tuesday,False,False,,spring,False,
2024-10-02,1330.02,Wednesday,False,False,,spring,False,
2024-10-03,1338.96,Thursday,False,False,,spring,False,
2024-10-04,453.45,Friday,False,False,,spring,True,drop
2024-10-05,2156.9,Saturday,True,False,,spring,False,
2024-10-06,1525.31,Sunday,True,False,,spring,False,
2024-10-07,1128.21,Monday,False,False,,spring,False,
2024-10-08,993.27,Tuesday,False,False,,spring,False,
2024-10-09,1385.92,Wednesday,False,False,,spring,False,
2024-10-10,1477.85,Thursday,False,False,,spring,False,
2024-10-11,1608.69,Friday,False,False,,spring,False,
2024-10-12,1894.96,Saturday,True,False,,spring,False,
2024-10-13,1525.43,Sunday,True,False,,spring,False,
2024-10-14,1091.04,Monday,False,False,,spring,False,
2024-10-15,1127.4,Tuesday,False,False,,spring,False,
2024-10-16,1279.51,Wednesday,False,False,,spring,False,
2024-10-17,1397.26,Thursday,False,False,,spring,False,
2024-10-18,1787.08,Friday,False,False,,spring,False,
2024-10-19,2201.06,Saturday,True,False,,spring,False,
2024-10-20,1187.16,Sunday,True,False,,spring,False,
2024-10-21,1065.89,Monday,False,False,,spring,False,
2024-10-22,1170.69,Tuesday,False,False,,spring,False,
2024-10-23,1320.75,Wednesday,False,False,,spring,False,
2024-10-24,1383.58,Thursday,False,False,,spring,False,
2024-10-25,1517.41,Friday,False,False,,spring,False,
2024-10-26,2020.92,Saturday,True,False,,spring,False,
2024-10-27,1700.35,Sunday,True,False,,spring,False,
2024-10-28,1286.76,Monday,False,True,Labour Day,spring,False,
2024-10-29,1234.16,Tuesday,False,False,,spring,False,
2024-10-30,1256.29,Wednesday,False,False,,spring,False,
2024-10-31,1419.01,Thursday,False,False,,spring,False,
2024-11-01,1616.82,Friday,False,False,,spring,False,
2024-11-02,1916.55,Saturday,True,False,,spring,False,
2024-11-03,1649.28,Sunday,True,False,,spring,False,
2024-11-04,625.11,Monday,False,False,,spring,True,drop
2024-11-05,1314.37,Tuesday,False,False,,spring,False,
2024-11-06,1411.72,Wednesday,False,False,,spring,False,
2024-11-07,1476.1,Thursday,False,False,,spring,False,
2024-11-08,2011.85,Friday,False,False,,spring,False,
2024-11-09,2038.4,Saturday,True,False,,spring,False,
2024-11-10,1592.87,Sunday,True,False,,spring,False,
2024-11-11,1060.7,Monday,False,False,,spring,False,
2024-11-12,1160.53,Tuesday,False,False,,spring,False,
2024-11-13,1218.21,Wednesday,False,False,,spring,False,
2024-11-14,1538.9,Thursday,False,False,,spring,False,
2024-11-15,1599.1,Friday,False,False,,spring,False,
2024-11-16,2092.5,Saturday,True,False,,spring,False,
2024-11-17,1471.12,Sunday,True,False,,spring,False,
2024-11-18,1188.28,Monday,False,False,,spring,False,
2024-11-19,1223.73,Tuesday,False,False,,spring,False,
2024-11-20,1478.11,Wednesday,False,False,,spring,False,
2024-11-21,1509.37,Thursday,False,False,,spring,False,
2024-11-22,1543.49,Friday,False,False,,spring,False,
2024-11-23,1958.7,Saturday,True,False,,spring,False,
2024-11-24,1353.84,Sunday,True,False,,spring,False,
2024-11-25,1041.43,Monday,False,False,,spring,False,
2024-11-26,433.7,Tuesday,False,False,,spring,True,drop
2024-11-27,1356.0,Wednesday,False,False,,spring,False,
2024-11-28,1346.27,Thursday,False,False,,spring,False,
2024-11-29,2889.66,Friday,False,False,,spring,True,spike
2024-11-30,1974.41,Saturday,True,False,,spring,False,
2024-12-01,1541.16,Sunday,True,False,,summer,False,
2024-12-02,1175.02,Monday,False,False,,summer,False,
2024-12-03,1352.23,Tuesday,False,False,,summer,False,
2024-12-04,1610.79,Wednesday,False,False,,summer,False,
2024-12-05,1709.09,Thursday,False,False,,summer,False,
2024-12-06,1647.89,Friday,False,False,,summer,False,
2024-12-07,2305.37,Saturday,True,False,,summer,False,
2024-12-08,1717.16,Sunday,True,False,,summer,False,
2024-12-09,1282.81,Monday,False,False,,summer,False,
2024-12-10,1489.88,Tuesday,False,False,,summer,False,
2024-12-11,1231.13,Wednesday,False,False,,summer,False,
2024-12-12,1552.65,Thursday,False,False,,summer,False,
2024-12-13,2113.13,Friday,False,False,,summer,False,
2024-12-14,1965.81,Saturday,True,False,,summer,False,
2024-12-15,1908.92,Sunday,True,False,,summer,False,
2024-12-16,1725.68,Monday,False,True,Canterbury Anniversary Day,summer,False,
2024-12-17,1408.65,Tuesday,False,False,,summer,False,
2024-12-18,1407.16,Wednesday,False,False,,summer,False,
2024-12-19,1735.82,Thursday,False,False,,summer,False,
2024-12-20,2190.22,Friday,False,False,,summer,False,
2024-12-21,2292.49,Saturday,True,False,,summer,False,
2024-12-22,3257.07,Sunday,True,False,,summer,True,spike
2024-12-23,1268.55,Monday,False,False,,summer,False,
2024-12-24,1228.18,Tuesday,False,False,,summer,False,
2024-12-25,1967.09,Wednesday,False,True,Christmas Day,summer,False,
2024-12-26,2173.28,Thursday,False,True,Boxing Day,summer,False,
2024-12-27,2079.64,Friday,False,False,,summer,False,
2024-12-28,2430.58,Saturday,True,False,,summer,False,
2024-12-29,1562.74,Sunday,True,False,,summer,False,
2024-12-30,1229.27,Monday,False,False,,summer,False,
2024-12-31,1475.66,Tuesday,False,False,,summer,False,
